title,description,company,location,area,date,image
Field trials officer,"Consequuntur quasi modi animi fugit. Nobis nulla nulla quidem. Sapiente praesentium doloribus exercitationem dicta placeat.
Eos unde cumque est maiores ea.
A in iure suscipit. Distinctio unde laborum odio voluptas numquam.",Proyectos Empresariales,Manizales,Desarrollo,2020-09-03,vacante/images/default.jpeg
Armed forces technical officer,Non facilis ea cum porro praesentium. Autem cupiditate mollitia quo et praesentium assumenda.,Fábrica de Software Internacional,Barranquilla,Contabilidad,2024-04-06,vacante/images/default.jpeg
Forensic psychologist,"Ex voluptatem quibusdam impedit ex non. Quos libero a deleniti minima ipsam facilis.
Doloremque adipisci dolore numquam ea earum. Quibusdam non excepturi. Enim ab quasi est rem.",Soluciones Financieras Ltda.,Neiva,Recursos Humanos,2021-01-02,vacante/images/default.jpeg
Medical secretary,"Corporis animi repellendus et odit minus aliquid aut. Vel laboriosam voluptate quibusdam est odit perspiciatis.
Possimus dolorem repudiandae a natus quas. Rem perspiciatis fugiat nobis doloribus.",Consultores Globales,Bucaramanga,Recursos Humanos,2020-02-16,vacante/images/default.jpeg
Make,"Dolore at voluptatem fuga.
Officiis deleniti ex eligendi.
Unde exercitationem quia esse dolores praesentium soluta.
Sit fugiat explicabo labore nihil. Illum laudantium consequuntur dolor.",Estrategias de Marketing Digital,Ibagué,Desarrollo,2021-09-08,vacante/images/default.jpeg
"Journalist, broadcasting","Nemo reprehenderit molestias aliquid asperiores. Distinctio beatae aut quisquam.
Et fuga nobis possimus. Beatae occaecati est asperiores labore.",Grupo Empresarial Latinoamericano,Villavicencio,Recursos Humanos,2021-07-30,vacante/images/default.jpeg
Trading standards officer,"Animi adipisci itaque eos esse similique et.
Atque officiis praesentium suscipit iure eos. A veritatis repudiandae voluptatibus eligendi in. Et sint iste perspiciatis nemo magni placeat.",Soluciones Financieras Ltda.,Bucaramanga,Ventas,2020-10-21,vacante/images/default.jpeg
Geophysical data processor,"Minus tenetur at nihil. Repudiandae nesciunt dicta accusantium nemo.
Hic recusandae soluta quisquam eligendi assumenda vitae. Id omnis ea exercitationem possimus optio. Molestias possimus deleniti.",Soluciones Financieras Ltda.,Cali,Ventas,2020-02-02,vacante/images/default.jpeg
"Engineer, technical sales","Magni dolorum quod cumque. Inventore animi deleniti debitis tempore nulla cumque quae. Molestias quas expedita alias.
Ipsa qui ex iure nostrum accusamus. Suscipit error optio a veniam. Numquam dolores facere consequuntur iste hic.",Estrategias de Marketing Digital,Villavicencio,Contabilidad,2022-11-16,vacante/images/default.jpeg
Chartered management accountant,Dolor labore deleniti animi ducimus. Odio non quod exercitationem minima accusamus molestias. Ad repellendus dolores repellat tempora totam officia quisquam. Fuga quia corrupti odit.,Fábrica de Software Internacional,Cartagena,Ventas,2020-06-07,vacante/images/default.jpeg
"Nurse, learning disability","Deleniti dignissimos minima nemo eum earum.
Explicabo repellat doloremque amet assumenda qui. Nemo provident explicabo enim sapiente sint est. Corrupti porro mollitia perferendis eos. Incidunt veritatis velit.",Corporación Innovadora,Neiva,Consultoría,2021-12-16,vacante/images/default.jpeg
"Therapist, occupational","Veritatis sit veritatis.
Quia quaerat laborum odio quibusdam. Similique aliquam nemo recusandae odit dolore accusamus.
Ullam atque veritatis incidunt odio atque dolor. Optio adipisci modi ipsa accusantium veniam.",Proyectos Empresariales,Manizales,Soporte Técnico,2023-12-11,vacante/images/default.jpeg
"Engineer, production","Deserunt nostrum a sapiente sint quod. Amet dolorem magnam iusto.
Maxime rerum explicabo quo velit aperiam quia quasi. Natus officiis commodi fuga quae est suscipit. Labore magnam voluptatibus tempora quos mollitia numquam.",Servicios de Infraestructura TIC,Villavicencio,Recursos Humanos,2024-07-27,vacante/images/default.jpeg
"Restaurant manager, fast food",Velit dolorum occaecati earum harum officiis quaerat. Impedit perferendis sit totam quasi. Tempore quibusdam temporibus dolore doloremque vero numquam.,Proyectos Empresariales,Villavicencio,Investigación,2024-07-08,vacante/images/default.jpeg
"Accountant, chartered","Soluta voluptates enim aliquam alias cupiditate. Aperiam illum harum. Explicabo illum aliquam sapiente.
Ea laborum iste natus quibusdam. Cumque expedita error similique. Fugiat vel sed.",Compañía Nacional de Tecnología,Cartagena,Marketing,2024-03-04,vacante/images/default.jpeg
Trading standards officer,Consectetur repellat quasi voluptate alias qui. Eius tempora voluptates quo iure at. Nemo voluptatum fugiat commodi vitae magnam sequi placeat.,Grupo Empresarial Latinoamericano,Ibagué,Soporte Técnico,2024-04-07,vacante/images/default.jpeg
Civil Service fast streamer,Debitis at autem tempore harum deserunt. Voluptatem aperiam commodi officia ea impedit similique. Explicabo commodi magni.,Soluciones Financieras Ltda.,Cali,Contabilidad,2021-08-08,vacante/images/default.jpeg
"Exhibitions officer, museum/gallery",Iste dolorem sed deserunt praesentium eum necessitatibus. Temporibus officia doloremque blanditiis ad sit totam. Doloribus quibusdam maiores porro a natus corrupti. Voluptatibus vero repellat reiciendis itaque.,Sistemas Digitales S.A.,Pereira,Diseño,2020-02-10,vacante/images/default.jpeg
"Programmer, systems","Doloribus sapiente nesciunt reprehenderit perspiciatis vel. Nam beatae fugiat explicabo quos praesentium accusantium architecto. Ipsum explicabo illum molestias.
Corporis ab voluptatibus totam labore. Quo assumenda quaerat nobis aperiam at.",Compañía Nacional de Tecnología,Barranquilla,Desarrollo,2020-01-29,vacante/images/default.jpeg
Clinical molecular geneticist,"Expedita impedit culpa aperiam. Ipsa molestiae ab ullam ipsa. Eum saepe consequatur asperiores.
Soluta itaque amet totam reprehenderit. Libero dignissimos expedita maxime praesentium. Magnam explicabo est perspiciatis minus.",Sistemas Digitales S.A.,Cali,Marketing,2021-07-05,vacante/images/default.jpeg
Marketing executive,Exercitationem unde quis reiciendis quod rerum. Distinctio perferendis repellat.,Compañía Nacional de Tecnología,Cúcuta,Contabilidad,2024-06-04,vacante/images/default.jpeg
"Surveyor, building","Accusantium accusantium commodi maxime provident minima placeat harum.
Quaerat nam harum. Quam et quibusdam nam quibusdam laborum.
Aspernatur voluptatem cupiditate. Suscipit possimus ducimus ullam libero culpa laborum mollitia.",Estrategias de Marketing Digital,Medellín,Desarrollo,2020-09-19,vacante/images/default.jpeg
Agricultural engineer,"Quasi dignissimos eaque nobis vero. Ratione fugiat praesentium vel ipsa saepe.
Incidunt asperiores pariatur deleniti voluptatibus. Dolor ea a consequuntur voluptatem.",Servicios de Infraestructura TIC,Armenia,Recursos Humanos,2021-07-02,vacante/images/default.jpeg
"Administrator, sports",Animi nostrum architecto ut maxime minima quibusdam odit. Laboriosam esse vitae amet totam. Eaque corporis at nisi. Quam ex placeat eos deleniti ducimus tempore.,Consultores Globales,Manizales,Soporte Técnico,2024-01-05,vacante/images/default.jpeg
Higher education careers adviser,"Quaerat tempore aut illum et ea. Quo esse modi voluptates dolore blanditiis. Necessitatibus laboriosam beatae officiis id.
Corporis quisquam aliquid fugiat. Explicabo facilis adipisci rem doloribus officia.",Compañía Nacional de Tecnología,Cúcuta,Recursos Humanos,2020-03-13,vacante/images/default.jpeg
"Exhibitions officer, museum/gallery","Consequatur assumenda hic harum eaque similique nesciunt. Beatae ut autem nulla. Sunt architecto veritatis corporis adipisci soluta.
Modi dolore asperiores odio hic maiores quos. Voluptates perspiciatis ad cupiditate dolor eos tenetur.",Estrategias de Marketing Digital,Villavicencio,Diseño,2020-12-22,vacante/images/default.jpeg
Animator,"Atque nesciunt eaque soluta aspernatur. Saepe amet necessitatibus nobis explicabo.
Nisi ducimus excepturi deserunt. Quae repellendus rerum ducimus aspernatur quod minima.",Grupo Empresarial Latinoamericano,Barranquilla,Consultoría,2022-11-24,vacante/images/default.jpeg
"Accountant, chartered certified",Unde eveniet vitae quia eveniet deserunt. Voluptate asperiores sint cupiditate rerum exercitationem repellendus. Omnis nisi voluptatum magnam unde quod. Laborum aut officiis amet saepe commodi deserunt.,Servicios de Infraestructura TIC,Medellín,Marketing,2021-10-04,vacante/images/default.jpeg
Senior tax professional/tax inspector,"Odit occaecati magnam. Laudantium odio velit eos animi necessitatibus. Asperiores minima officiis deserunt ipsum quibusdam ut.
Doloribus numquam officia tempora non odit. Maxime odio commodi consectetur. Quos facilis similique.",Compañía Nacional de Tecnología,Villavicencio,Marketing,2024-07-20,vacante/images/default.jpeg
Personal assistant,"Modi id ex modi. Doloremque magni eum consectetur.
Cum ut aliquid ab quos. Voluptates atque doloribus natus eum ut aspernatur.
Aliquam dolore dolor laborum repellendus. Placeat inventore labore nesciunt ad dicta.",Soluciones Financieras Ltda.,Bogotá,Investigación,2023-07-03,vacante/images/default.jpeg
Associate Professor,"Facere quia laborum iusto. Magni ipsam maiores deleniti facilis asperiores magni.
Optio at itaque est placeat labore doloribus. Voluptates fugit eius saepe.",Proyectos Empresariales,Cartagena,Ventas,2020-04-05,vacante/images/default.jpeg
Product designer,"Natus labore labore deserunt aspernatur aliquid quas. Laudantium similique magni voluptatum voluptatibus quaerat. Voluptas quibusdam unde amet.
Asperiores possimus nesciunt deleniti itaque facere. Omnis aspernatur aliquid quisquam placeat.",Servicios de Infraestructura TIC,Pereira,Administración,2023-09-05,vacante/images/default.jpeg
Museum education officer,"Quisquam suscipit optio. Ducimus porro reprehenderit molestias. Magnam ducimus magni possimus dignissimos.
Occaecati tempore vitae quasi distinctio.",Sistemas Digitales S.A.,Neiva,Administración,2021-07-22,vacante/images/default.jpeg
Operational researcher,Nam aspernatur quam a. Inventore molestias quae. Aliquam perferendis alias. Commodi iste minima doloremque omnis.,Sistemas Digitales S.A.,Barranquilla,Diseño,2020-11-17,vacante/images/default.jpeg
English as a second language teacher,"Vero aut laborum sunt. Voluptatibus deleniti accusamus expedita. Sint harum dicta maiores.
Aut quae facilis deleniti vitae magni. Illo quis architecto cumque repellat tenetur libero. Qui hic tempore quis eveniet quas occaecati.",Consultores Globales,Cali,Investigación,2021-06-24,vacante/images/default.jpeg
Financial adviser,"Fugiat doloremque accusantium deserunt blanditiis reprehenderit adipisci.
Dolorem vitae veniam enim laboriosam. Debitis cum a vitae ut. Hic labore repellendus libero consequatur tenetur.",Estrategias de Marketing Digital,Cali,Soporte Técnico,2020-05-07,vacante/images/default.jpeg
Historic buildings inspector/conservation officer,Excepturi totam vel tenetur voluptatum quos. Impedit consectetur rem rem tempore commodi laboriosam. Rem eum voluptas velit.,Estrategias de Marketing Digital,Medellín,Soporte Técnico,2020-07-29,vacante/images/default.jpeg
"Engineer, maintenance","Reprehenderit officiis dolore consequatur.
Dolorum incidunt placeat nihil. A doloribus saepe possimus.
Neque voluptates nisi sunt animi. Beatae aperiam eos.
Quidem delectus inventore accusantium. Occaecati vero debitis quasi voluptates.",Estrategias de Marketing Digital,Cali,Desarrollo,2024-04-27,vacante/images/default.jpeg
Teaching laboratory technician,"Alias quaerat nisi repellat. Quae nemo nobis sint delectus laboriosam.
Totam incidunt atque non atque dolor delectus. Nihil ipsum iusto delectus deserunt nostrum consequatur. Assumenda neque molestiae.",Corporación Innovadora,Barranquilla,Contabilidad,2021-03-09,vacante/images/default.jpeg
Environmental manager,Pariatur nisi soluta dolor beatae quos velit est. Quidem deleniti quasi maxime fugiat iure. Numquam excepturi impedit autem id consequuntur consequatur. Earum deserunt voluptatem doloremque accusantium.,Compañía Nacional de Tecnología,Cali,Consultoría,2022-01-09,vacante/images/default.jpeg
Horticultural therapist,"Veritatis ab dignissimos debitis voluptate soluta. Dolorem unde aperiam sapiente occaecati voluptatem aliquam.
Ex itaque iure ad doloremque reiciendis corporis. Atque officiis totam beatae impedit voluptate. Ad sit vel doloribus quo.",Servicios de Infraestructura TIC,Pasto,Recursos Humanos,2025-03-11,vacante/images/default.jpeg
Structural engineer,Eos ipsam ipsum esse unde. Quas quos ipsum reprehenderit aliquid exercitationem aperiam. Perspiciatis ullam sint eum dolores possimus similique accusantium.,Estrategias de Marketing Digital,Cali,Investigación,2023-09-13,vacante/images/default.jpeg
"Engineer, building services","Quidem molestiae deserunt eaque. Sit totam provident ipsum corrupti sapiente et cum. Reprehenderit fuga ex eveniet voluptas nesciunt nihil.
Nobis ex distinctio porro.
Tenetur amet occaecati sit voluptatem excepturi magnam. Quidem sit nam.",Consultores Globales,Ibagué,Investigación,2020-02-08,vacante/images/default.jpeg
Quantity surveyor,"Quisquam facere eum et hic pariatur blanditiis. Totam adipisci deserunt doloremque expedita et. Magni sit illum sit quod minima.
Consequatur ipsum quam dicta fugiat totam rem. Officiis aperiam mollitia inventore quos consequuntur nam delectus.",Grupo Empresarial Latinoamericano,Bogotá,Desarrollo,2023-12-24,vacante/images/default.jpeg
Acupuncturist,"Occaecati doloribus vitae sunt. Officiis inventore repudiandae nobis quisquam quas fuga deleniti.
Tempora optio earum. Aliquam inventore temporibus debitis quis.
Illum tempore error nobis repellendus sint nemo sed.",Servicios de Infraestructura TIC,Medellín,Soporte Técnico,2023-02-01,vacante/images/default.jpeg
Food technologist,"Laboriosam itaque odio. Dignissimos assumenda deserunt autem. Similique quas ad ipsum dolor aliquam.
Voluptatibus voluptatibus atque amet beatae iste. Explicabo voluptates facilis ipsam tenetur nesciunt culpa.",Grupo Empresarial Latinoamericano,Barranquilla,Desarrollo,2024-09-05,vacante/images/default.jpeg
Agricultural consultant,"Maiores magnam voluptatem ipsam perferendis. Voluptates maxime repudiandae reprehenderit.
Saepe suscipit dignissimos ex quidem unde. Perspiciatis illum quasi blanditiis dolore velit. Accusamus nostrum nisi iure sapiente incidunt fugit.",Soluciones Financieras Ltda.,Cali,Ventas,2023-09-01,vacante/images/default.jpeg
"Presenter, broadcasting","Hic incidunt nulla laudantium cumque. Aspernatur tempora adipisci consequuntur dignissimos numquam assumenda.
Aut doloribus nesciunt maiores delectus. Autem exercitationem quia dolore quis aspernatur voluptas.",Consultores Globales,Cúcuta,Administración,2020-08-16,vacante/images/default.jpeg
Corporate treasurer,"Eveniet illo quidem sunt ducimus accusantium. Aspernatur vitae dolor enim modi.
Exercitationem minima et quasi voluptatibus molestias. Vero optio esse quis repudiandae. Aliquid enim quia iusto porro temporibus nostrum fuga.",Soluciones Financieras Ltda.,Santa Marta,Soporte Técnico,2022-10-25,vacante/images/default.jpeg
Armed forces operational officer,"Molestiae iusto iure autem ut iure est. Ipsum officiis optio officia. Voluptatem consectetur esse minima vitae tempora reiciendis. Consequuntur similique libero facere nam.
Sed libero magni officiis dignissimos dicta.",Grupo Empresarial Latinoamericano,Neiva,Administración,2024-05-30,vacante/images/default.jpeg
Clinical cytogeneticist,"Debitis at assumenda accusantium. Corporis possimus veniam illo consequuntur numquam nam ad.
Necessitatibus assumenda rem eaque quia rem iusto. Pariatur voluptatem nemo enim fugit cum.",Compañía Nacional de Tecnología,Neiva,Marketing,2023-11-18,vacante/images/default.jpeg
General practice doctor,Animi exercitationem quo velit eveniet. Similique quibusdam voluptatum quos dignissimos dolor quo. Officiis asperiores commodi natus mollitia sequi.,Consultores Globales,Cartagena,Ventas,2022-10-09,vacante/images/default.jpeg
Horticultural therapist,"Perferendis repellendus ducimus neque blanditiis. Totam fugiat fugiat voluptates et temporibus sequi.
Itaque sapiente voluptate. Fuga nulla asperiores odio.
Non incidunt voluptates iure ullam magni officiis. Corrupti tempore voluptatem deleniti aut.",Servicios de Infraestructura TIC,Pasto,Ventas,2021-10-25,vacante/images/default.jpeg
Trade mark attorney,Fugit eos temporibus accusantium quia fuga. Quibusdam omnis error nesciunt.,Corporación Innovadora,Cartagena,Administración,2020-05-06,vacante/images/default.jpeg
Volunteer coordinator,"Neque ducimus atque vitae enim cumque earum. Quidem praesentium itaque architecto adipisci.
Sit tempore autem quaerat voluptates libero. Qui libero quasi magni odit voluptatem. Rem sed fugiat.",Consultores Globales,Santa Marta,Marketing,2024-03-26,vacante/images/default.jpeg
Chief Operating Officer,"Quis earum unde culpa quasi rerum. Quod porro voluptas modi beatae. Soluta dolor error occaecati adipisci modi.
Fugit similique quas delectus nihil nemo dolorum.
In eum quam fugiat. Consequatur nostrum in beatae corrupti reprehenderit.",Servicios de Infraestructura TIC,Bogotá,Diseño,2021-03-19,vacante/images/default.jpeg
Music therapist,"Provident consectetur labore eaque laudantium eligendi.
Ullam doloribus quis odio harum repellendus.
Quibusdam facere error officia.
Ipsum asperiores debitis. Beatae placeat nemo nostrum iste ullam mollitia nobis.",Grupo Empresarial Latinoamericano,Cartagena,Marketing,2020-01-12,vacante/images/default.jpeg
"Investment banker, corporate",Hic aperiam eaque sed fuga rerum. Asperiores nisi aut culpa assumenda ducimus iusto. Voluptate laborum perspiciatis commodi repudiandae. Commodi provident magni dolorem fugit id.,Corporación Innovadora,Armenia,Marketing,2023-01-01,vacante/images/default.jpeg
"Therapist, drama",Sit sequi provident tempore. Repellat sit necessitatibus expedita natus eveniet sit. Officia praesentium numquam deserunt dolore laborum.,Proyectos Empresariales,Bucaramanga,Recursos Humanos,2022-10-22,vacante/images/default.jpeg
Amenity horticulturist,Illo accusamus facilis nostrum rem nisi. Ipsum quis reiciendis laudantium enim numquam nulla. Dignissimos dignissimos excepturi commodi officiis vel qui.,Estrategias de Marketing Digital,Manizales,Administración,2022-10-12,vacante/images/default.jpeg
Dispensing optician,"Dolor suscipit qui occaecati ipsa officiis. Architecto nisi dolore corrupti. In quisquam veniam ex ullam.
Veritatis ex est. Quam voluptatibus accusantium odio nihil. Necessitatibus non explicabo ullam quos libero ullam.",Proyectos Empresariales,Bogotá,Investigación,2023-09-05,vacante/images/default.jpeg
"Radiographer, therapeutic","Voluptatum alias occaecati debitis nulla aspernatur ipsum quo. Sunt ipsam quisquam qui.
Dolores tenetur veritatis dignissimos. Nostrum nostrum neque vero.",Consultores Globales,Medellín,Diseño,2023-12-27,vacante/images/default.jpeg
Media planner,Veniam quam repellendus sapiente nemo earum. Recusandae laudantium veritatis. Illo eveniet autem ex maiores pariatur cupiditate. Doloremque vero neque iste.,Grupo Empresarial Latinoamericano,Manizales,Recursos Humanos,2025-01-07,vacante/images/default.jpeg
"Embryologist, clinical","Perferendis quisquam voluptatibus cumque sapiente ipsam necessitatibus. Reiciendis fugiat dignissimos architecto nostrum officia.
Doloremque rem dolor non vitae. Iure tenetur eius sed tempore. Eaque officia deleniti consequuntur fugiat distinctio.",Consultores Globales,Pereira,Investigación,2020-03-08,vacante/images/default.jpeg
"Engineer, aeronautical","Maxime iste molestiae facere eligendi nulla qui. Laborum nam recusandae doloremque consectetur inventore magni.
Ipsa temporibus expedita blanditiis cupiditate cum ullam asperiores. Aut nihil cupiditate laborum.",Fábrica de Software Internacional,Santa Marta,Ventas,2023-03-11,vacante/images/default.jpeg
Marketing executive,"Iste voluptas odio perferendis. Minima in error vel esse asperiores. Maxime vitae quia aut et. Dolor architecto excepturi libero blanditiis sint.
Excepturi deleniti alias. Commodi ab cupiditate voluptas.",Compañía Nacional de Tecnología,Cartagena,Diseño,2021-03-03,vacante/images/default.jpeg
"Engineer, site",Rem labore quae molestias totam ipsam. Accusantium rem totam doloribus eos. Molestiae reprehenderit accusamus nostrum sed.,Consultores Globales,Santa Marta,Diseño,2021-12-01,vacante/images/default.jpeg
"Surveyor, insurance","Temporibus aut ducimus laboriosam officiis repellendus. Minus cumque tempore animi aspernatur dolorum omnis.
Perspiciatis unde blanditiis eos. Optio libero dolorem magnam libero. Quae minus saepe officia aperiam eos.",Compañía Nacional de Tecnología,Medellín,Administración,2023-01-21,vacante/images/default.jpeg
Bonds trader,"Dolor eaque provident doloremque in. Et nihil incidunt quas eum facilis deleniti.
Sunt hic repudiandae natus. Iste neque reiciendis veniam necessitatibus. Eum itaque voluptatibus eaque.",Servicios de Infraestructura TIC,Bogotá,Recursos Humanos,2022-01-12,vacante/images/default.jpeg
Tax inspector,Minus pariatur voluptate cupiditate exercitationem incidunt unde. Qui ab temporibus. Eum sunt at ipsa quod cum assumenda reprehenderit. Commodi quasi magni eum debitis repellendus.,Servicios de Infraestructura TIC,Barranquilla,Ventas,2024-09-16,vacante/images/default.jpeg
Secretary/administrator,"Voluptatem distinctio commodi minus ut officiis. Saepe quam accusamus alias autem optio iure. At molestiae dolore a.
Unde aperiam illo blanditiis. Repellendus dolorem corporis magni quam.
Sed ab quaerat sunt sunt. Porro id voluptatibus sed.",Grupo Empresarial Latinoamericano,Ibagué,Investigación,2022-07-04,vacante/images/default.jpeg
Amenity horticulturist,Dicta aspernatur necessitatibus perspiciatis aspernatur. Adipisci distinctio consequatur consequuntur.,Estrategias de Marketing Digital,Medellín,Investigación,2020-03-31,vacante/images/default.jpeg
Trade union research officer,"Eveniet aut optio perspiciatis quos suscipit ipsa impedit. Molestias nam iusto molestias vero voluptatum corporis ut. Reiciendis qui facere expedita quisquam dolores aspernatur.
Nesciunt asperiores et consectetur ut quibusdam.",Corporación Innovadora,Manizales,Desarrollo,2020-07-13,vacante/images/default.jpeg
Learning disability nurse,"Vero dolores sed deleniti quam. Quibusdam occaecati delectus minus eum pariatur illum. Deleniti cumque id.
Facere voluptatem facere. Illo dicta tempora sequi. Eveniet tempora tempore voluptate rerum vero.",Servicios de Infraestructura TIC,Pereira,Administración,2024-07-30,vacante/images/default.jpeg
Insurance account manager,Itaque quaerat praesentium repellat. Atque numquam nisi fuga atque assumenda expedita beatae. Possimus odio optio molestias voluptate illum cupiditate quis.,Sistemas Digitales S.A.,Cali,Consultoría,2020-10-09,vacante/images/default.jpeg
Product manager,"Deserunt molestias consequatur veritatis qui. Nulla eligendi fuga optio. Rerum veniam expedita voluptatem eligendi.
Debitis porro aliquam fugiat. Sit quod earum repellat est voluptatem. Et unde temporibus ullam cumque possimus.",Estrategias de Marketing Digital,Cali,Diseño,2024-03-18,vacante/images/default.jpeg
Medical secretary,"Quo sequi veritatis minima facilis asperiores pariatur.
Enim modi cumque nihil expedita iusto. Optio molestias occaecati perferendis vitae voluptate. Sit illo optio qui at optio.",Servicios de Infraestructura TIC,Pasto,Recursos Humanos,2022-03-19,vacante/images/default.jpeg
Chief Operating Officer,"Autem expedita atque officia. At optio maiores recusandae quidem.
Temporibus aperiam maiores minus eius deleniti molestiae tempora. Nihil nam nesciunt laudantium maxime impedit.",Grupo Empresarial Latinoamericano,Armenia,Diseño,2022-01-10,vacante/images/default.jpeg
Community development worker,Eveniet tempore dignissimos natus laudantium necessitatibus minus. Voluptatibus excepturi natus soluta consequuntur suscipit. Id maxime sit similique.,Sistemas Digitales S.A.,Santa Marta,Investigación,2021-04-12,vacante/images/default.jpeg
Information systems manager,"Similique eos quod voluptate doloremque. Delectus iste velit nemo voluptatibus ex.
Iure eius eveniet officia. Nesciunt culpa qui non delectus cupiditate.
Velit magni dolorum culpa.",Sistemas Digitales S.A.,Bogotá,Contabilidad,2025-03-12,vacante/images/default.jpeg
"Education officer, museum","Labore est quis nam. Accusamus quisquam rem commodi minus voluptas voluptatibus.
Exercitationem possimus sunt earum magni. Esse similique corrupti id. Dolorem libero officia delectus cumque soluta.",Consultores Globales,Pereira,Desarrollo,2024-08-31,vacante/images/default.jpeg
Broadcast journalist,"Nisi facilis ut nulla. Amet ipsum accusantium voluptatum. Animi modi reiciendis odio itaque. Mollitia quos iure asperiores.
Praesentium maiores reprehenderit voluptatem facere ducimus omnis. Voluptatem eveniet at vel doloribus architecto odit.",Sistemas Digitales S.A.,Neiva,Consultoría,2023-06-17,vacante/images/default.jpeg
Associate Professor,"Omnis magnam id iusto exercitationem. Vel ullam libero amet porro voluptatibus labore debitis. Ut minus soluta ratione.
Cumque ea eveniet et. Tempora deserunt harum voluptatibus voluptatum.",Sistemas Digitales S.A.,Ibagué,Consultoría,2021-02-03,vacante/images/default.jpeg
"Journalist, broadcasting","Laborum distinctio facilis voluptates voluptatibus nostrum quae. Eligendi voluptas quis. Perferendis fugit accusamus.
Itaque exercitationem voluptate quas fugiat. Sed quam perspiciatis et odio magni error. Aperiam neque doloremque ab.",Soluciones Financieras Ltda.,Bucaramanga,Ventas,2021-02-23,vacante/images/default.jpeg
Barrister's clerk,"Accusantium iusto labore veniam.
Eum ipsum aut quo doloribus. Ratione illo nobis placeat minus aliquam laborum.
Veritatis doloremque alias consectetur. Esse temporibus voluptates natus. A amet voluptatem. Necessitatibus architecto vel ipsum.",Grupo Empresarial Latinoamericano,Barranquilla,Recursos Humanos,2024-03-11,vacante/images/default.jpeg
"Development worker, international aid","Mollitia eius sunt officiis voluptate itaque numquam officia. Nam ullam sit repellat sequi aut. Molestias voluptates accusantium accusantium suscipit minima autem.
Distinctio totam beatae. Cumque unde quis ipsa nostrum. Quas rem nulla tenetur.",Compañía Nacional de Tecnología,Medellín,Marketing,2020-06-13,vacante/images/default.jpeg
Architect,"Doloremque architecto occaecati sit dolores. Quod fuga earum dolore mollitia iusto exercitationem.
Numquam ratione ab. Numquam architecto sint quibusdam sit est.",Estrategias de Marketing Digital,Santa Marta,Desarrollo,2021-12-19,vacante/images/default.jpeg
"Teacher, special educational needs",Libero doloremque nisi consectetur nesciunt vero suscipit. Iste adipisci occaecati error. Magnam excepturi voluptatibus provident. Laudantium inventore amet perferendis nostrum incidunt nisi magnam.,Compañía Nacional de Tecnología,Pasto,Desarrollo,2022-09-13,vacante/images/default.jpeg
"Editor, film/video","Facilis commodi exercitationem nulla eaque. Reprehenderit asperiores enim numquam ut.
Iure iure minima iste quasi. Eligendi tenetur asperiores molestiae dignissimos quasi rem.",Proyectos Empresariales,Santa Marta,Marketing,2024-04-10,vacante/images/default.jpeg
Call centre manager,"Repudiandae ipsum quod ad praesentium corporis porro. Debitis in eaque possimus doloremque incidunt.
Fugit temporibus vero dolor sit nihil labore. Quibusdam suscipit et alias molestias impedit.",Compañía Nacional de Tecnología,Barranquilla,Recursos Humanos,2020-12-04,vacante/images/default.jpeg
Public librarian,"Nam libero ex dolores et quasi. Omnis ad quidem nihil.
Aut doloribus consequatur ipsam quis impedit omnis magni.
Sint incidunt modi. Sed animi quod minima exercitationem. Hic praesentium asperiores provident corporis.",Proyectos Empresariales,Neiva,Recursos Humanos,2022-11-03,vacante/images/default.jpeg
"Producer, radio","Accusantium eaque et nihil reprehenderit. A veniam corrupti.
Dolorem officia inventore veritatis. Nostrum nam nesciunt aliquid laboriosam. Cupiditate officia quasi consectetur.",Servicios de Infraestructura TIC,Barranquilla,Contabilidad,2025-02-09,vacante/images/default.jpeg
Accounting technician,Vero odit amet quas. Distinctio optio eaque modi odit optio excepturi. Dolor dolor facilis vel necessitatibus.,Compañía Nacional de Tecnología,Medellín,Administración,2023-03-04,vacante/images/default.jpeg
Maintenance engineer,"Ipsum adipisci natus enim at impedit officiis. Expedita dignissimos nisi alias.
Eius nemo atque inventore doloremque vitae officia. Sit enim sequi quaerat. Quisquam illum at optio alias.",Fábrica de Software Internacional,Cartagena,Soporte Técnico,2021-07-06,vacante/images/default.jpeg
Data scientist,"Voluptate velit distinctio ipsa sed consectetur. Numquam et voluptate impedit blanditiis accusamus.
Ea eius voluptatum adipisci deserunt voluptates aut. Ipsa voluptatibus illum a corrupti cum.",Proyectos Empresariales,Cúcuta,Consultoría,2022-08-23,vacante/images/default.jpeg
Dramatherapist,Eligendi doloribus eos perferendis minima deleniti ipsa. Temporibus perferendis repellendus accusantium rerum doloremque quis.,Consultores Globales,Bogotá,Marketing,2024-08-28,vacante/images/default.jpeg
Operations geologist,"Molestias eveniet suscipit omnis quos. Officia quisquam doloremque.
Possimus sapiente aut distinctio quidem illo error. Ab cupiditate ex consequatur sapiente occaecati. Dolor necessitatibus maxime ab ducimus suscipit explicabo odit.",Proyectos Empresariales,Cali,Consultoría,2021-12-31,vacante/images/default.jpeg
Lexicographer,"Laborum aliquam repellat iusto autem atque hic culpa. Odio commodi ut numquam reiciendis odit. Possimus hic corrupti odio voluptates neque qui debitis.
Magnam minus ut perspiciatis ipsam eaque itaque. Nam nemo commodi mollitia inventore.",Consultores Globales,Pereira,Administración,2021-04-20,vacante/images/default.jpeg
